ASIN,product_name,brand,FBA_label,amazon_choice,price_in_US_dollars,unit_price_flag,unit_price_USdollars,unit_price_unit,top_sales_rank,subscribe_flag,shipping_weight_in_ounces,answered_questions,rating_avg,rating_nums,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,subscribe_5_unitprice,subscribe_5_unit,subscribe_15_unitprice,subscribe_15_unit,unit_price2,unit_price,FBA,productDescription,product_image_urls,product_url,subscribe,subscribe_price_5per,shipping_weight,subscribe_price_15per_unit_price,subscribe_price_5per_unit_price,subscribe_price_15per_USdollars,subscribe_price_5per_USdollars
B07B478XYM,Starbucks Medium Roast Ground Coffee — House Blend — 100% Arabica — 1 bag (28 oz.),Starbucks,,False,32.69,False,,,353.0,False,28.8,0,4.7,149.0,0.04,0.0,0.03,0.13,0.8,,,,,,1.75 pounds,,"We're updating the look of our packaging. You may receive either package while we transition to our new look. Its deceptively simple. A blend of fine Latin American beans roasted to a glistening, dark chestnut color. Loaded with flavor, balancing tastes of nut and cocoa, with just a touch of sweetness from the roast. This coffee is our beginning, it's the very first blend we ever created for you back in 1971. And this one blend set the course for the way our master blenders and roasters work today. A true reflection of us and a delicious cup of coffee, period. It all starts here.",https://m.media-amazon.com/images/I/71XUFsiS3NL._AC_UL320_.jpg,https://www.amazon.com/Starbucks-Medium-Ground-Coffee-28-ounce/dp/B07B478XYM/ref=sr_1_2204?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2204&ts_id=2251594011&psc=1,,,1.8 pounds,nan,nan,,
B07B47J4ZR,Starbucks Blonde Roast Ground Coffee — Veranda Blend — 100% Arabica — 1 bag (28 oz.),Starbucks,,False,28.68,False,,,144.0,False,28.8,4,4.7,238.0,0.04,0.01,0.0,0.1,0.86,,,,,,5.3 x 3.7 x 8.7 inches ; 1.75 pounds,,"We're updating the look of our packaging. You may receive either package while we transition to our new look. In Latin America, coffee farms are often run by families, who've built their own homes on the same land where their coffee grows. We've sipped coffee with these farmers for decades, sitting on their verandas, overlooking the lush beauty of the coffee trees out in the distance. Most times, it was a lightly roasted coffee like this one. It took us more than 80 tries to get it right--mellow and flavorful with a nice softness.",https://m.media-amazon.com/images/I/71zPtillCwL._AC_UL320_.jpg,https://www.amazon.com/Starbucks-Veranda-Blonde-Ground-28-ounce/dp/B07B47J4ZR/ref=sr_1_1259?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1259&ts_id=2251594011&psc=1,,,1.8 pounds,nan,nan,,
B07B7QCJ94,4 Pack Old Town White Coffee 3 in 1 Classic ( 60 Sticks ) Free 4 Extra Sachets,Old Town,FBA,False,40.8,True,40.8,Count,630.0,False,88.0,0,4.0,5.0,0.17,0.0,0.0,0.26,0.57,,,,,40.80 / Count,($40.80 / Count),Sold by Cyber Urban Mart and Fulfilled by Amazon.,"A perfect smooth blend of the original white coffee. Rich, creamy and aromatic and it has a heightened lingering mouth feel.",https://m.media-amazon.com/images/I/71a+vGIOuqL._AC_UL320_.jpg,https://www.amazon.com/Old-Town-Coffee-Classic-Sachets/dp/B07B7QCJ94/ref=sr_1_950?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-950&ts_id=2251594011&psc=1,,,5.5 pounds,nan,nan,,
B07B7QQ3JT,4 Pack Old Town White Coffee 3 in 1 Natural Sugar Cane ( 60 Sticks ) Free 4 Extra Sachets,Old Town,Third Party,False,,False,,,4837.0,False,88.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,5.5 pounds (,Ships from and sold by TAOServices.,"A satisfying blend with the great taste of natural cane sugar. Smooth, tasty and milky, it delivers medium strength coffee aromatics.",https://m.media-amazon.com/images/I/71uHW7eX10L._AC_UL320_.jpg,https://www.amazon.com/Old-Town-Coffee-Natural-Sachets/dp/B07B7QQ3JT/ref=sr_1_3430?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3430&ts_id=2251594011&psc=1,,,5.5 pounds,nan,nan,,
B07B8L8TZK,Morrisons Full Roast Instant Coffee 200g,Morrisons,Third Party,False,29.49,True,29.49,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,29.49 / Count,($29.49 / Count),Ships from and sold by Simply British Ltd.,Makes up to 111 cups,https://m.media-amazon.com/images/I/41NGuwTasXL._AC_UL320_.jpg,https://www.amazon.com/Morrisons-Full-Roast-Instant-Coffee/dp/B07B8L8TZK/ref=sr_1_2301?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2301&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B07B8PTLV6,Morrisons Gold Instant Coffee 200g,Morrisons,Third Party,False,32.49,True,32.49,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,32.49 / Count,($32.49 / Count),Ships from and sold by Simply British Ltd.,Strength - medium roast - 3. Sweet and mellow great-tasting coffee in an instant.,https://m.media-amazon.com/images/I/71SHBnTXP1L._AC_UL320_.jpg,https://www.amazon.com/Morrisons-Gold-Instant-Coffee-200g/dp/B07B8PTLV6/ref=sr_1_2300?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2300&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B07B9JKC1G,"Nestle Alegria Sweetend Instant Cappuccino Mix 2 lb, 8 per case",Neslte Alegria,Third Party,False,192.35,True,192.35,Count,3426.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,192.35 / Count,($192.35 / Count),Ships from and sold by RocketDSD.,"Nestle Alegria Sweetened Instant Cappucino Mix, 2 lb, 8 per case",https://m.media-amazon.com/images/I/81PPasNvbWL._AC_UL320_.jpg,https://www.amazon.com/Nestle-Alegria-Sweetend-Instant-Cappuccino/dp/B07B9JKC1G/ref=sr_1_2434?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2434&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B07B9RGSWZ,Starbucks VIA Instant Coffee Packets. Starbucks Columbian Roast and Starbucks Pike Place Roast. Convenient One-Stop Shopping. Easy to Source Ultra Popular Starbucks Blends. Coffee Paradise!,Bundle,FBA,False,22.99,True,11.5,Count,729.0,False,3.2,0,4.5,4.0,0.0,0.17,0.0,0.0,0.83,,,,,11.50 / Count,($11.50 / Count),Sold by Stockable and Fulfilled by Amazon.,"Your family, friends, co-workers, and roommates will all appreciate these exceptional coffee blends. The boxes of Starbucks VIA included in this bundle are among the most aromatic and flavorful coffee choices on Amazon!",https://m.media-amazon.com/images/I/71moHhJNTLL._AC_UL320_.jpg,https://www.amazon.com/Starbucks-Packets-Columbian-Convenient-Shopping/dp/B07B9RGSWZ/ref=sr_1_348?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-348&ts_id=2251594011&psc=1,,,3.2 ounces,nan,nan,,
B07BB56MLH,Elite Freeze Dried Instant Coffee with 10% Espresso 4.4oz KFP - Pack of 3,ELITE,Third Party,False,39.99,True,9.09,Ounce,3016.0,False,13.3,0,,,0.0,0.0,0.0,0.0,0.0,,,,,9.09 / Ounce,($9.09 / Ounce),Ships from and sold by HolonFoods. COM.,"Product of Israel. Pack of 3. Kosher For Passover. Gluten Free. Can be used to make American, Machiato, Espresso and can be consumed with or without milk. Ingredients: Freeze Dried Instant Coffee, Roasted and Ground Coffee",https://m.media-amazon.com/images/I/71dwufOguIL._AC_UL320_.jpg,https://www.amazon.com/Elite-Freeze-Instant-Coffee-Espresso/dp/B07BB56MLH/ref=sr_1_1400?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1400&ts_id=2251594011&psc=1,,,13.3 ounces,nan,nan,,
B07BBM5YX2,"7 Boxes Free 1 box Gano Café Classic Coffee, 30 sachets/box ( Instant Black Coffee Enriched with Ganoderma lucidum extract )",GanoExcel,Third Party,False,137.0,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,Ships from and sold by JARSA HAUS.,,https://m.media-amazon.com/images/I/813kxh0-bdL._AC_UL320_.jpg,https://www.amazon.com/Classic-sachets-Instant-Enriched-Ganoderma/dp/B07BBM5YX2/ref=sr_1_2907?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2907&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B07BBND2LP,4 Boxes of Gano Café Classic Instant Premium Black Coffee Enhriced with Ganoderma lucidum extract and Zrii Rise Coffee (12 Sachets Gifts),Gano Café,Third Party,False,65.08,True,0.54,Count,3311.0,False,17.6,0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.54 / Count,($0.54 / Count),Ships from and sold by Coffee For Health LLC.,,https://m.media-amazon.com/images/I/71n27r+uvPL._AC_UL320_.jpg,https://www.amazon.com/Gano-Caf%C3%A9-Enhriced-Ganoderma-Shipping/dp/B07BBND2LP/ref=sr_1_2430?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2430&ts_id=2251594011&psc=1,,,1.1 pounds,nan,nan,,
B07BBR96MN,6 Boxes Gano Cafe Mocha 89 oz./ 90 sachets (Coffee & Cocoa and Enriched with Ganoderma Lucidum extract ),Gano Café,Third Party,False,111.55,True,111.55,Count,5695.0,False,140.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,,111.55 / Count,($111.55 / Count),Ships from and sold by EJ-store.,Indulge in a sinfully chocolaty mocha. Ganocafé Mocha brings smooth coffee and rich chocolate together with an herbal booster that gives you all the flavour with none of the guilt.,https://m.media-amazon.com/images/I/81vBvV3LzOL._AC_UL320_.jpg,https://www.amazon.com/Gano-sachets-Enriched-Ganoderma-Lucidum/dp/B07BBR96MN/ref=sr_1_3875?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3875&ts_id=2251594011&psc=1,,,8.8 pounds,nan,nan,,
B07BBRZMGF,3 Boxes Gano Cafe Mocha 44.6 oz./ 45 sachets (Coffee & Cocoa and Enriched with Ganoderma lucidum extract),GanoExcel,Third Party,False,62.11,False,,,,False,44.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,2.79 pounds,Ships from and sold by Coffee For Health LLC.,,https://m.media-amazon.com/images/I/51kyFj5+iJL._AC_UL320_.jpg,https://www.amazon.com/sachets-Enriched-Ganoderma-lucidum-extract/dp/B07BBRZMGF/ref=sr_1_3874?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3874&ts_id=2251594011&psc=1,,,2.8 pounds,nan,nan,,
B07BCJ8D5W,Malaysia Chek Hup 3 In 1 Ipoh White Coffee- Original (12 sachets x 40g) (1),Chek Hup,FBA,False,17.55,True,17.55,Count,806.0,False,19.2,0,4.8,8.0,0.0,0.0,0.0,0.17,0.83,,,,,17.55 / Count,($17.55 / Count),Sold by MaxValueGrocer and Fulfilled by Amazon.,Chek Hup 3 in 1 Ipoh White Coffee - Original,https://m.media-amazon.com/images/I/61wMGf8HrNL._AC_UL320_.jpg,https://www.amazon.com/Malaysia-Chek-Hup-Coffee-Original/dp/B07BCJ8D5W/ref=sr_1_1061?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1061&ts_id=2251594011&psc=1,,,1.2 pounds,nan,nan,,
B07BCK59WL,4-Pack Malaysia Chek Hup 3 In 1 Ipoh White Coffee- Less Sweet (12s x 35g/pack) (4),Chek Hup,Third Party,False,69.16,True,17.29,Count,3116.0,False,,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,17.29 / Count,($17.29 / Count),Ships from and sold by JARSA HAUS.,Chek Hup 3 in 1 Ipoh White Coffee - Less Sweet,https://m.media-amazon.com/images/I/51pnZ2xQyEL._AC_UL320_.jpg,https://www.amazon.com/Malaysia-Chek-Hup-Coffee-sachets/dp/B07BCK59WL/ref=sr_1_2472?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2472&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B07BCKVB77,2-Pack Malaysia Authentic Chek Hup 2 In 1 Ipoh White Coffee (12s x 30g/pack) (2),Chek Hup,FBA,False,28.0,True,14.0,Count,895.0,False,33.6,0,4.0,2.0,0.0,0.0,0.5,0.0,0.5,,,,,14.00 / Count,($14.00 / Count),Sold by MaxValueGrocer and Fulfilled by Amazon.,Chek Hup 2 in 1 Ipoh White Coffee - Coffee & Creamer,https://m.media-amazon.com/images/I/61e1OmbrQeL._AC_UL320_.jpg,https://www.amazon.com/Malaysia-Authentic-Chek-Hup-sachets/dp/B07BCKVB77/ref=sr_1_1253?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1253&ts_id=2251594011&psc=1,,,2.1 pounds,nan,nan,,
B07BCKVCM6,"Kopiko Instant Brown Coffee, 8.8 oz (10 Sachets)",Kopiko,FBA,False,8.6,True,0.98,Ounce,1272.0,False,9.9,0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,,,,,0.98 / Ounce,($0.98 / Ounce),Sold by ARC Shops and Fulfilled by Amazon.,"Kopiko Instant Brown Coffee, 8.8 oz (10 Sachets) with Brown Coffee",https://m.media-amazon.com/images/I/91Iauj3yJcL._AC_UL320_.jpg,https://www.amazon.com/Kopiko-Instant-Brown-Coffee-Sachets/dp/B07BCKVCM6/ref=sr_1_1011?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1011&ts_id=2251594011&psc=1,,,9.9 ounces,nan,nan,,
B07BCLFRMB,Malaysia Famous Chek Hup 3 in 1 Ipoh White Coffee - Colombian Classic (12 sachets x 40g) (1),Chek Hup,Third Party,False,16.39,True,16.39,Count,4126.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,16.39 / Count,($16.39 / Count),Ships from and sold by PrimeHub CA.,Chek Hup 3 in 1 Ipoh White Coffee - Classic,https://m.media-amazon.com/images/I/71OhSzjuo4L._AC_UL320_.jpg,https://www.amazon.com/Malaysia-Famous-Chek-Hup-Coffee/dp/B07BCLFRMB/ref=sr_1_2567?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2567&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B07BCS7N1G,"Kopiko Instant Coffee Astig 3 in 1, 7.1 oz (10 Sachets per pack) (Pack of 1)",Kopiko,FBA,False,8.88,True,1.25,Ounce,1396.0,False,7.7,0,4.7,4.0,0.0,0.0,0.0,0.32,0.68,,,,,1.25 / Ounce,($1.25 / Ounce),Sold by CFLacy's Treasure Chest and Fulfilled by Amazon.,"Kopiko Instant Coffee Astig 3 in One, 7.1 oz (10 Sachets) Strong and rich coffee",https://m.media-amazon.com/images/I/51YUAC4HOzL._AC_UL320_.jpg,https://www.amazon.com/Kopiko-Instant-Coffee-Astig-Sachets/dp/B07BCS7N1G/ref=sr_1_983?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-983&ts_id=2251594011&psc=1,,,7.7 ounces,nan,nan,,
B07BD2H391,"2 Packs Kopiko 3 in 1 Instant Coffee, 21.2 oz, (30 Sachets)",Kopiko,FBA,True,18.49,True,0.44,Ounce,75.0,False,48.0,12,4.6,403.0,0.04,0.01,0.03,0.1,0.81,,,,,0.44 / Ounce,($0.44 / Ounce),Sold by OnlinePrimeBrands and Fulfilled by Amazon.,"The best Indonesian coffee that you would not be able to stop drink. Unforgettable 3 in 1 coffee, convenient, easy and quick to prepare. Start enjoy the coffee with this unbeatable deal!",https://m.media-amazon.com/images/I/91W-cAdbh8L._AC_UL320_.jpg,https://www.amazon.com/Packs-Kopiko-Instant-Coffee-Sachets/dp/B07BD2H391/ref=sr_1_134?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-134&ts_id=2251594011&psc=1,,,3 pounds,nan,nan,,
B07BDLB94Y,Malaysia Aik Cheong Instant Mix Coffee (3 In 1 Less Sugar) I Primehub CA,Aik Cheong,FBA,False,14.98,True,14.98,Count,981.0,False,22.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,,14.98 / Count,($14.98 / Count),Sold by Trust The Process Trading and Fulfilled by Amazon.,Aik Cheong 3 In 1 White Coffee (Less Sugar) 15 sachets x 40g,https://m.media-amazon.com/images/I/71Gi2t1fziL._AC_UL320_.jpg,https://www.amazon.com/Malaysia-Aik-Cheong-Instant-Primehub/dp/B07BDLB94Y/ref=sr_1_865?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-865&ts_id=2251594011&psc=1,,,1.4 pounds,nan,nan,,
B07BDVR6L8,"NESCAFÉ Gold Espresso Instant Coffee, 100 g Jar - Imported from Canada",Nescafé,FBA,True,13.98,True,3.99,Ounce,64.0,False,13.8,13,4.5,569.0,0.07,0.02,0.03,0.14,0.75,,,,,3.99 / Ounce,($3.99 / Ounce),Sold by Special Supply and Fulfilled by Amazon.,"Exceed all expectations when it comes to instant coffee with new NESCAFE gold espresso instant coffee (100 g). Made with a smooth blend of Arabica coffee and a velvety layer of coffee crema, you can brew a small cup full of extraordinary flavour. Perfect for making a traditional espresso, or a delicate cup of Americano.",https://m.media-amazon.com/images/I/51Un60SXTwL._AC_UL320_.jpg,https://www.amazon.com/NESCAF%C3%89-Gold-Espresso-Instant-Coffee/dp/B07BDVR6L8/ref=sr_1_56?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-56&ts_id=2251594011&psc=1,,,13.8 ounces,nan,nan,,
B07BDWTN7D,"NESCAFÉ Gold Medium Roast Instant Coffee, 100g Jar",Nescafé,FBA,False,11.79,True,3.37,Ounce,202.0,False,12.6,0,4.2,121.0,0.09,0.04,0.07,0.12,0.68,,,,,3.37 / Ounce,($3.37 / Ounce),Sold by CATan Trading and Fulfilled by Amazon.,Exceed all expectations when it comes to instant coffee with new NESCAFÃ gold instant and roast & ground coffee (100 g).,https://m.media-amazon.com/images/I/81N5EUqi4jL._AC_UL320_.jpg,https://www.amazon.com/NESCAFE-Instant-Roast-Ground-Coffee/dp/B07BDWTN7D/ref=sr_1_146?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-146&ts_id=2251594011&psc=1,,,12.6 ounces,nan,nan,,
B07BFFN8XY,6x Beanies Nutty Hazelnut Flavored Instant Coffee Jars: 50g per jar,Beanies Flavour Co,Third Party,False,44.35,True,7.39,Count,1809.0,False,46.4,0,4.2,13.0,0.11,0.0,0.12,0.12,0.65,,,,,7.39 / Count,($7.39 / Count),Ships from and sold by Cauldon Distribution.,"Get involved with the smooth taste of crunchy, toasted, roasted nuts",https://m.media-amazon.com/images/I/61GOzTtTdmL._AC_UL320_.jpg,https://www.amazon.com/Beanies-Hazelnut-Flavored-Instant-Coffee/dp/B07BFFN8XY/ref=sr_1_995?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-995&ts_id=2251594011&psc=1,,,2.9 pounds,nan,nan,,
B07BGDCKYR,"Jardin Home Style Cafe Mori Coffee Instant Mix Packets (Couque D'asse White Torte, 1 Pack)",JARDIN,Third Party,False,14.99,True,14.99,Count,1951.0,False,,0,3.0,2.0,0.49,0.0,0.0,0.0,0.51,,,,,14.99 / Count,($14.99 / Count),Ships from and sold by All About Living.,,https://m.media-amazon.com/images/I/414WdzfewaL._AC_UL320_.jpg,https://www.amazon.com/Jardin-Coffee-Instant-Packets-Couque/dp/B07BGDCKYR/ref=sr_1_1467?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1467&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B07BHMDYJL,2-Pack Malaysia Famous Chek Hup Instant Mix White Coffee/Mixed Flavor/White Coffee King + White Coffee (Less Sweet),Chek Hup,Third Party,False,29.59,True,14.8,Count,4652.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,14.80 / Count,($14.80 / Count),Ships from and sold by PrimeHub CA.,Chek Hup Ipoh White Coffee,https://m.media-amazon.com/images/I/71b8Y8jtblL._AC_UL320_.jpg,https://www.amazon.com/Malaysia-Famous-Chek-Hup-Instant/dp/B07BHMDYJL/ref=sr_1_2171?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2171&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B07BJLFH3C,"Malaysia Super Brand / Ah Huat White Coffee / Mix Flavor / Extra Rich Flavour (Strong Aromatic Blend, Foamy Taste) + Low Fat Pack (Same Great Taste, Minues The Sugar) / Pack of 2",Ah Huat,Third Party,False,32.79,True,16.4,Count,1319.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,16.40 / Count,($16.40 / Count),Ships from and sold by PrimeHub CA.,Ah Huat 3 In 1 Extra Rich White Coffee,https://m.media-amazon.com/images/I/41-CTS8mLRL._AC_UL320_.jpg,https://www.amazon.com/Malaysia-Ah-Huat-Flavour-Aromatic/dp/B07BJLFH3C/ref=sr_1_2196?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2196&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B07BJLHBMX,Nescafé Original Mix 3 in 1 Instant Coffee (24 sticks),Nescafé,FBA,False,15.25,True,0.64,Count,918.0,False,16.0,0,3.5,25.0,0.32,0.06,0.0,0.07,0.55,,,,,0.64 / Count,($0.64 / Count),Sold by AllyDayi and Fulfilled by Amazon.,"Best tasting coffee that's very simple to prep. Simply poor in with warm milk or water, stir, and enjoy. Guaranteed satisfactory. Egyptian Import, Some words may be written in arabic.",https://m.media-amazon.com/images/I/81fY64G8m1L._AC_UL320_.jpg,https://www.amazon.com/Nescaf%C3%A9-Original-Instant-Coffee-sticks/dp/B07BJLHBMX/ref=sr_1_965?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-965&ts_id=2251594011&psc=1,,,1 pounds,nan,nan,,
B07BKP93V5,Malaysia Famous Ah Huat White Coffee 3-In-1 Extra Rich / Strong Aromatic Foamy Taste (12 sachets x 40g),Ah Huat,Third Party,False,16.15,True,16.15,Count,3406.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,16.15 / Count,($16.15 / Count),Ships from and sold by PrimeHub CA.,"Packed with 12 sachets in a standard packet, each sachet contains of 40g of instant coffee powder. Place the instant coffee powder in a mug, mix with hot boil water then stir with a teaspoon until all the instant coffee is dissolved.",https://m.media-amazon.com/images/I/81yxCnl+NzL._AC_UL320_.jpg,https://www.amazon.com/Malaysia-Ah-Huat-Aromatic-sachets/dp/B07BKP93V5/ref=sr_1_2511?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2511&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B07BKXHS7K,Malaysia Old Town / Nan Yang 2 In 1 White Coffee 'O (Without Sugar) / Thick Strong Bold Aromatic Taste / Full Body Flavor Minus The Sugar / 20s x 12g,Old Town,Third Party,False,14.79,True,1.75,Ounce,2961.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,1.75 / Ounce,($1.75 / Ounce),Ships from and sold by PrimeHub CA.,Old Town Nan Yang Roasted White Coffee O,https://m.media-amazon.com/images/I/81pVZiJ9r2L._AC_UL320_.jpg,https://www.amazon.com/Malaysia-Old-Town-Without-Aromatic/dp/B07BKXHS7K/ref=sr_1_2484?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2484&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B07BKYK6C8,"Malaysia Nestle NESCAFE/Latte Hazelnut/Heavenly Aroma, Fuller Body, Smoother Creamy Texture/Nutty Flavored / 20s x 24g",Nescafé,Third Party,False,16.15,True,16.15,Count,3776.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,16.15 / Count,($16.15 / Count),Ships from and sold by PrimeHub CA.,Nescafe Latte Hazelnut,https://m.media-amazon.com/images/I/41sKwojGDTL._AC_UL320_.jpg,https://www.amazon.com/Malaysia-Hazelnut-Heavenly-Smoother-Flavored/dp/B07BKYK6C8/ref=sr_1_2398?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2398&ts_id=2251594011&psc=1,,,nan,nan,nan,,
